views,content,area,content_tokens
1,  ,0,[]
0,  ,0,[]
3,VANDRING En dag med Anna ,1439,"['vandr', 'en', 'dag', 'med', 'anna']"
2,DURGA NAVAMI L DUSSEHRA VLOG Diwali shopping Haul from India ,1328,"['durga', 'navami', 'l', 'dussehra', 'vlog', 'diwali', 'shop', 'haul', 'from', 'india']"
3,NUNEZ RESIDENCE HOUSE TOUR ,901,"['nunez', 'resid', 'hous', 'tour']"
2,VLID ,479,['vlid']
0,  ,0,[]
3,MEDINA TRAVELING #VLOG ,1911,"['medina', 'travel', '#', 'vlog']"
0,CHAM ,471,['cham']
0,  ,0,[]
0,na-MIZI ko * the Tai Po Market Station bumalik. ako VLOG para mag Thumbral Maker NOT ,5896,"['na-mizi', 'ko', '*', 'the', 'tai', 'po', 'market', 'station', 'bumalik', '.', 'ako', 'vlog', 'para', 'mag', 'thumbral', 'maker', 'not']"
4,  ,0,[]
2,  ,0,[]
3,  ,0,[]
0,  ,0,[]
0,"16TH BIRTHDAY VLOG "" ",769,"['16th', 'birthday', 'vlog', '``']"
4,ANG MGA KARUMALDUMAL NA MISTERYO SA BEKS BATTALION HOUSE ,2274,"['ang', 'mga', 'karumaldum', 'na', 'misteryo', 'sa', 'bek', 'battalion', 'hous']"
4,I een if Loca enamorada ,2241,"['i', 'een', 'if', 'loca', 'enamorada']"
0,  ,0,[]
2,WEEKLY VLOG ,274,"['weekli', 'vlog']"
1,G. es Salam er ,417,"['g.', 'es', 'salam', 'er']"
2,REC HOEO ,59,"['rec', 'hoeo']"
0,  ,0,[]
2,Fourth day with friends ,616,"['fourth', 'day', 'with', 'friend']"
2,Madhavas of Diwali ,1417,"['madhava', 'of', 'diwali']"
2,SAN ,4374,['san']
4,DE VIDAS ,669,"['de', 'vida']"
2,VLOG ,1038,['vlog']
2,was Temple Vlog #2 ,776,"['wa', 'templ', 'vlog', '#', '2']"
5,DE VIDASL ,727,"['de', 'vidasl']"
2,  ,0,[]
4,Bim Bim Wow! NR ,883,"['bim', 'bim', 'wow', '!', 'nr']"
4,SONAMBULA... ,951,"['sonambula', '...']"
0,  ,0,[]
2,F ,733,['f']
1,  ,0,[]
0,Lucban ,897,['lucban']
0,MY Daily VLOG ,432,"['my', 'daili', 'vlog']"
1,  ,0,[]
3,tower # bathroom day 4 toilel I storage # strage MUJI etc. NITOR # kitchen ,508,"['tower', '#', 'bathroom', 'day', '4', 'toilel', 'i', 'storag', '#', 'strage', 'muji', 'etc', '.', 'nitor', '#', 'kitchen']"
4,  ,0,[]
5,. Fan polinesios Quien es la mama? ,686,"['.', 'fan', 'polinesio', 'quien', 'es', 'la', 'mama', '?']"
1,Usako storm ,245,"['usako', 'storm']"
5,EQUIENES SON LOS PADRES? ? ,2857,"['equien', 'son', 'lo', 'padr', '?', '?']"
2,Persian cat $ $ $ 1000 ,560,"['persian', 'cat', '$', '$', '$', '1000']"
0,WEEKLY VEAGS CHRISTMAS QUEEN EMU TV ,912,"['weekli', 'veag', 'christma', 'queen', 'emu', 'tv']"
0,  ,0,[]
2,  ,0,[]
3,VLOG ,887,['vlog']
4,APARATOS. IDENTALES ,1205,"['aparato', '.', 'idental']"
0,GETTING READY FOR TIHAR ,1378,"['get', 'readi', 'for', 'tihar']"
0,SPEND AFEW DAYS WITHME WOOLWORTHS VLOG ,2000,"['spend', 'afew', 'day', 'withm', 'woolworth', 'vlog']"
1,Johnsontown Vlog in Saitama ,1938,"['johnsontown', 'vlog', 'in', 'saitama']"
2,Vlog#6 ,413,"['vlog', '#', '6']"
1,NHA TRO SINH VIEN TAI TP.HCM NHU' THE NAO REVIEW NHA TRQ CUA MINH ,2297,"['nha', 'tro', 'sinh', 'vien', 'tai', 'tp.hcm', 'nhu', ""'"", 'the', 'nao', 'review', 'nha', 'trq', 'cua', 'minh']"
2,SOUNDS OF NATURE A Landour monsoon ,785,"['sound', 'of', 'natur', 'a', 'landour', 'monsoon']"
2,a ,162,['a']
4,i SKALON ON ATENCIO ,2451,"['i', 'skalon', 'on', 'atencio']"
3,HIVLOG ULOG ,534,"['hivlog', 'ulog']"
1,  ,0,[]
2,  ,0,[]
0,OF 10 ,176,"['of', '10']"
0,Pak village ,359,"['pak', 'villag']"
4,CMA ,64,['cma']
0,r REC VLOG L J ,810,"['r', 'rec', 'vlog', 'l', 'j']"
0,BLACK VS WHITE ,2767,"['black', 'vs', 'white']"
1,Von Zur werdenden Mama ,2001,"['von', 'zur', 'werdenden', 'mama']"
1,  ,0,[]
2,Vlog 6 Queenstown ,1779,"['vlog', '6', 'queenstown']"
4,(POR ADIOS RAFA ,1560,"['(', 'por', 'adio', 'rafa']"
0,ADA ORMANYA'DA SCO NC Vlog You Tube ,2538,"['ada', ""ormanya'da"", 'sco', 'nc', 'vlog', 'you', 'tube']"
0,RESULTS AFTER 2 WEEKS Glass Skin Effect Glowing BEFORE blooring AFTER ,1282,"['result', 'after', '2', 'week', 'glass', 'skin', 'effect', 'glow', 'befor', 'bloor', 'after']"
0,  ,0,[]
0,THE UNLISTED TRIP Plan-A k LEMURIAN GURU ,988,"['the', 'unlist', 'trip', 'plan-a', 'k', 'lemurian', 'guru']"
1,no ,5918,['no']
4,jough! Tesslie Lesslie Se PERION PERFORA ,5312,"['jough', '!', 'tessli', 'lessli', 'se', 'perion', 'perfora']"
0,"HOW TO GET A TRAVEL PASS IN TOLEDO CITY, CEBU ",1903,"['how', 'to', 'get', 'a', 'travel', 'pass', 'in', 'toledo', 'citi', ',', 'cebu']"
2,1 video par jour pendant 1 mois? C'est mon nouveau defi ,869,"['1', 'video', 'par', 'jour', 'pendant', '1', 'moi', '?', ""c'est"", 'mon', 'nouveau', 'defi']"
4,EXTREME LUBLUBAN CHALLENGE ,1658,"['extrem', 'lubluban', 'challeng']"
0,OREO REO ,1019,"['oreo', 'reo']"
1,VLOG 1 DEM GAME THU ONLINE ,1347,"['vlog', '1', 'dem', 'game', 'thu', 'onlin']"
0,f Sarding Ehi Eh Bey You Tube Sarding Et Bey Sarding Eh Bey Sarding Eh Bey ,1423,"['f', 'sard', 'ehi', 'eh', 'bey', 'you', 'tube', 'sard', 'et', 'bey', 'sard', 'eh', 'bey', 'sard', 'eh', 'bey']"
2,Vlog 124 MI VIDA DIARIA EN TURQUIA ,383,"['vlog', '124', 'mi', 'vida', 'diaria', 'en', 'turquia']"
0,"WELCOME TOMY Bevond! Go LIVE STREAMING,DON'T FORGET LIKE AND TO SUBSCRIBE 100% 10am-pinas time ORGANIC PAANGAT PROGRAM SAGING KO SAGING MO SAGING HERE SAGING EVERYWHERE TARA PASOK xn DITO! ",5762,"['welcom', 'tomi', 'bevond', '!', 'go', 'live', 'stream', ',', 'do', ""n't"", 'forget', 'like', 'and', 'to', 'subscrib', '100', '%', '10am-pina', 'time', 'organ', 'paangat', 'program', 'sage', 'ko', 'sage', 'mo', 'sage', 'here', 'sage', 'everywher', 'tara', 'pasok', 'xn', 'dito', '!']"
0,shopee gia 49k ,1040,"['shope', 'gia', '49k']"
1,MAY BUNGA ANG SAYA! NA!! 11 ,2134,"['may', 'bunga', 'ang', 'saya', '!', 'na', '!', '!', '11']"
1,ROB BMW 5 Series ,760,"['rob', 'bmw', '5', 'seri']"
1,NEW! PAPA's LAPTOP! BIRTHDAY! ,2200,"['new', '!', 'papa', ""'s"", 'laptop', '!', 'birthday', '!']"
0,Revealing My Boyfriend ,2357,"['reveal', 'my', 'boyfriend']"
4,  ,0,[]
0,DELHI KA JANTAR MANTAR 27 a VLOG 4 MASTI TIME ,1117,"['delhi', 'ka', 'jantar', 'mantar', '27', 'a', 'vlog', '4', 'masti', 'time']"
0,  ,0,[]
4,KISCO CALM STACK ,174,"['kisco', 'calm', 'stack']"
4,ONE WORLD RADIO ,1270,"['one', 'world', 'radio']"
4,Crepes TOKYO try ,445,"['crepe', 'tokyo', 'tri']"
3,MOVING IN to my NYC APARTMENT ,2051,"['move', 'in', 'to', 'my', 'nyc', 'apart']"
3,  ,0,[]
4,the VIBES are immaculate ,1001,"['the', 'vibe', 'are', 'immacul']"
3,also still first day first college class senior on campus ,1797,"['also', 'still', 'first', 'day', 'first', 'colleg', 'class', 'senior', 'on', 'campu']"
3,cafe vlog ,409,"['cafe', 'vlog']"
3,touring colleges! pepperdine chapman azusa pacific ,2037,"['tour', 'colleg', '!', 'pepperdin', 'chapman', 'azusa', 'pacif']"
5,INTENSE QUADRUPLETS DELIVERY! ,2425,"['intens', 'quadruplet', 'deliveri', '!']"
4,JYP OFFICIAL ,656,"['jyp', 'offici']"
4,  ,0,[]
4,VLOG ,392,['vlog']
4,THE JOY OF QUIET COTTAGE LIFE ,1194,"['the', 'joy', 'of', 'quiet', 'cottag', 'life']"
3,Milan ,1014,['milan']
2,vlog in Italian #123 ,537,"['vlog', 'in', 'italian', '#', '123']"
4,vlog ,55,['vlog']
3,COLLEGE MOVE IN VLOG! 2020 HAPPY V VANDERBILT UNIVERSITY ,2576,"['colleg', 'move', 'in', 'vlog', '!', '2020', 'happi', 'v', 'vanderbilt', 'univers']"
3,college MOVE IN ,1777,"['colleg', 'move', 'in']"
4,VLOG 30 ,3025,"['vlog', '30']"
3,TREVOR BAUER'S COVID SEASON VLOG 3 ,1861,"['trevor', 'bauer', ""'s"", 'covid', 'season', 'vlog', '3']"
3,MOVING VLOG: part one ,777,"['move', 'vlog', ':', 'part', 'one']"
4,K-POP Major Life Daily in College VLOG ,550,"['k-pop', 'major', 'life', 'daili', 'in', 'colleg', 'vlog']"
4,BIRTH VI 1GG ,2528,"['birth', 'vi', '1gg']"
4,BIRTH VLOG ,582,"['birth', 'vlog']"
4,WELCOME TO THE BUBBLE VLOG2 ,1839,"['welcom', 'to', 'the', 'bubbl', 'vlog2']"
3,  ,0,[]
4,  ,0,[]
4,IRENE 8 SEULGIVLOO MONSTER Ver. ,821,"['iren', '8', 'seulgivloo', 'monster', 'ver', '.']"
4,  ,0,[]
4,  ,0,[]
5,UPSIDE1 DOWN HAIRCUT ,761,"['upside1', 'down', 'haircut']"
4,BEING PREGNANT 24 ,2781,"['be', 'pregnant', '24']"
3,TREVOR BAUER'S COVID SEASON VLOG 1 ,1696,"['trevor', 'bauer', ""'s"", 'covid', 'season', 'vlog', '1']"
4,  ,0,[]
4,OH DAMN! OFFICIAL MUSIC VIDEO! ,3001,"['oh', 'damn', '!', 'offici', 'music', 'video', '!']"
3,LIFE IN KOREA 2400 Daily Vlog EP. 1 ABAND ,1950,"['life', 'in', 'korea', '2400', 'daili', 'vlog', 'ep', '.', '1', 'aband']"
4,EXTREME ,221,['extrem']
4,GETTING MARRIED PRANK ,1545,"['get', 'marri', 'prank']"
4,LIFE IN THE BUBBLE DAY 1 ,1592,"['life', 'in', 'the', 'bubbl', 'day', '1']"
4,VLOG #10 5 ABOVE THE CLOUDS! ,627,"['vlog', '#', '10', '5', 'abov', 'the', 'cloud', '!']"
4,CCTV ,212,['cctv']
4,TRAUMA SURGERY NIGHT SHIFT DR ROLA BARAH ,1106,"['trauma', 'surgeri', 'night', 'shift', 'dr', 'rola', 'barah']"
4,DODGEBALL THUNDERDOME ,955,"['dodgebal', 'thunderdom']"
4,  ,0,[]
3,Vlog sa drustvom Prenkujemo mama Dzehvu ,646,"['vlog', 'sa', 'drustvom', 'prenkujemo', 'mama', 'dzehvu']"
4,VLOG #7 1 BINOD ,414,"['vlog', '#', '7', '1', 'binod']"
3,VLOG ,288,['vlog']
4,  ,0,[]
3,Pintando Ropaj con Aneliz ,2637,"['pintando', 'ropaj', 'con', 'aneliz']"
3,  ,0,[]
4,of of Picking Wild Fruits Vlog ,1740,"['of', 'of', 'pick', 'wild', 'fruit', 'vlog']"
4,VLOG #14 FINALLY SHE AGREEDI ,737,"['vlog', '#', '14', 'final', 'she', 'agreedi']"
3,BRINGING BABY HOME ,1974,"['bring', 'babi', 'home']"
4,  ,0,[]
3,Cottage Vlog Let's Make Tea ,1780,"['cottag', 'vlog', 'let', ""'s"", 'make', 'tea']"
4,Heaven on Earth ,1214,"['heaven', 'on', 'earth']"
4,  ,0,[]
3,ew stop.. no what are you doing SIS ,760,"['ew', 'stop', '..', 'no', 'what', 'are', 'you', 'do', 'si']"
3,papermaking on rainy days cottage Mog ,1168,"['papermak', 'on', 'raini', 'day', 'cottag', 'mog']"
5,JEEP SLIDE ,753,"['jeep', 'slide']"
4,ISTANBUL C ,1888,"['istanbul', 'c']"
3,JYP OFFICIAL ,656,"['jyp', 'offici']"
4,A B C ,1522,"['a', 'b', 'c']"
4,LET'S DANCE ,922,"['let', ""'s"", 'danc']"
3,  ,0,[]
4,WANT ,38,['want']
4,  ,0,[]
4,  ,0,[]
4,EN EL CAMPO DIA DEL PADRE PEPE. AGUILAR EL VLOG 232 ,2027,"['en', 'el', 'campo', 'dia', 'del', 'padr', 'pepe', '.', 'aguilar', 'el', 'vlog', '232']"
3,  ,0,[]
2,JEG GIR BORT HUNDEN MIN ,1506,"['jeg', 'gir', 'bort', 'hunden', 'min']"
4,Mi Tuong Den Khong LO ,798,"['mi', 'tuong', 'den', 'khong', 'lo']"
4,GUESS WHO? ,579,"['guess', 'who', '?']"
4,JYP OFFICIAL ,650,"['jyp', 'offici']"
4,My Birthday Vlog ,950,"['my', 'birthday', 'vlog']"
4,VLOG #1 ,168,"['vlog', '#', '1']"
4,W JYP OFFICIAL ,669,"['w', 'jyp', 'offici']"
3,VLOG NO COPYRIGHT ,1205,"['vlog', 'no', 'copyright']"
3,Folos Fachon con Looardo ,3570,"['folo', 'fachon', 'con', 'looardo']"
2,weekly reset routine vlog ,1001,"['weekli', 'reset', 'routin', 'vlog']"
3,10 jours EN CORSE ,859,"['10', 'jour', 'en', 'cors']"
3,Playeras Te Dye ,3247,"['playera', 'te', 'dye']"
3,ON ,146,['on']
4,EID ALL ADHA 2020 ,910,"['eid', 'all', 'adha', '2020']"
4,My 1st Piercings ,1297,"['my', '1st', 'pierc']"
4,  ,0,[]
3,Switzerland ,807,['switzerland']
4,VL G 31 Parlo-C ,3137,"['vl', 'g', '31', 'parlo-c']"
3,EXCURSION CON LOS AGUILAR PEPE AGUILAR EL VLOG 227 ,1857,"['excurs', 'con', 'lo', 'aguilar', 'pepe', 'aguilar', 'el', 'vlog', '227']"
4,Lilo's PART 2 ,160,"['lilo', ""'s"", 'part', '2']"
4,Agua de Sandia ,2335,"['agua', 'de', 'sandia']"
4,I Just Shocked Her ,965,"['i', 'just', 'shock', 'her']"
3,#BitoyStory IA Disney Cruise Viog) ,965,"['#', 'bitoystori', 'ia', 'disney', 'cruis', 'viog', ')']"
3,  ,0,[]
2,  ,0,[]
4,DOES JAKE HAVE WHAT IT TAKES? BROKEN RIB? ,1048,"['doe', 'jake', 'have', 'what', 'it', 'take', '?', 'broken', 'rib', '?']"
4,  ,0,[]
4,BINOD ,1773,['binod']
4,TYPES OF MAID ,762,"['type', 'of', 'maid']"
4,Steffi Ulagam ,907,"['steffi', 'ulagam']"
2,LOCKDOWN DIARIES ,756,"['lockdown', 'diari']"
4,MALDIVES vlag ,4359,"['maldiv', 'vlag']"
4,CREATING SHOE ,1622,"['creat', 'shoe']"
4,  ,0,[]
4,  ,0,[]
3,  ,0,[]
4,KAMP! ,927,"['kamp', '!']"
4,  ,0,[]
4,VLOG #3 TOO MUCH GARBAGE ,423,"['vlog', '#', '3', 'too', 'much', 'garbag']"
4,JYP OFFICIAL ,650,"['jyp', 'offici']"
1,COUNTRYSIDE chill travel vlog! ,616,"['countrysid', 'chill', 'travel', 'vlog', '!']"
5,MOST DANGEROUS CITY ,1075,"['most', 'danger', 'citi']"
4,  ,0,[]
4,DOING EVERYTHING WRONG 24H ,2131,"['do', 'everyth', 'wrong', '24h']"
4,  ,0,[]
4,  ,0,[]
4,  ,0,[]
3,ALEMVE EVTURU ,1322,"['alemv', 'evturu']"
4,  ,0,[]
4,MEME Expectations ,697,"['meme', 'expect']"
4,Thach Dua Hau ,410,"['thach', 'dua', 'hau']"
4,TANMAY BHAT COOK OFF ,496,"['tanmay', 'bhat', 'cook', 'off']"
4,Family Tube ,1013,"['famili', 'tube']"
4,  ,0,[]
3,  ,0,[]
4,  ,0,[]
4,keo keo khong lo ,636,"['keo', 'keo', 'khong', 'lo']"
4,  ,0,[]
2,SLEEP TIME TO RECHARGE JOURN MEDITAITON ,1608,"['sleep', 'time', 'to', 'recharg', 'journ', 'meditaiton']"
4,Banh Oreo ,295,"['banh', 'oreo']"
3,  ,0,[]
4,Banh Corn Dog ,444,"['banh', 'corn', 'dog']"
4,Tron Tim Tren Sa Mac ,1111,"['tron', 'tim', 'tren', 'sa', 'mac']"
4,  ,0,[]
3,  ,0,[]
4,n C n FILTER OFFICIAL MUSIC VIDEO JREAMER S D ,1725,"['n', 'c', 'n', 'filter', 'offici', 'music', 'video', 'jreamer', 's', 'd']"
4,18 TH BIRTHDAY VLOG ,1300,"['18', 'th', 'birthday', 'vlog']"
4,Ga Ran Sieu Nho ,544,"['ga', 'ran', 'sieu', 'nho']"
4,  ,0,[]
4,MY CRUSH ,779,"['my', 'crush']"
4,STICKING ON CEILING ,990,"['stick', 'on', 'ceil']"
4,  ,0,[]
5,MATIONCYOSIO 6 SAO VS ,1645,"['mationcyosio', '6', 'sao', 'vs']"
3,MALLORCA 2020 ,1400,"['mallorca', '2020']"
2,it finally arrived! ,2236,"['it', 'final', 'arriv', '!']"
4,lets move into the dorm!! is ,847,"['let', 'move', 'into', 'the', 'dorm', '!', '!', 'is']"
2,NYC WEEK IN MY LIFE ,873,"['nyc', 'week', 'in', 'my', 'life']"
2,LOG ack Excellence. ,620,"['log', 'ack', 'excel', '.']"
4,PERSONAL ASSISTANT 24H tro ere ,2123,"['person', 'assist', '24h', 'tro', 'ere']"
4,Kem Socola BA ,608,"['kem', 'socola', 'ba']"
4,13'ANIVERSARIO LUCTUOSO ANTONIO AGUILAR PEPE AGUILAR EL VLOG 229 ,2438,"[""13'aniversario"", 'luctuoso', 'antonio', 'aguilar', 'pepe', 'aguilar', 'el', 'vlog', '229']"
3,IEST ,64,['iest']
4,  ,0,[]
5,6 SAO Sa Mac 0 SAO vs Cam Trai 15 Trieu ,1359,"['6', 'sao', 'sa', 'mac', '0', 'sao', 'vs', 'cam', 'trai', '15', 'trieu']"
2,MATRIKS room Tour KEMAS BARANG ,1019,"['matrik', 'room', 'tour', 'kema', 'barang']"
3,  ,0,[]
1,VLOG ,269,['vlog']
2,more house updates + delicious meal idea. ,3406,"['more', 'hous', 'updat', '+', 'delici', 'meal', 'idea', '.']"
3,gel READY with me ,2577,"['gel', 'readi', 'with', 'me']"
4,  ,0,[]
4,CUMPLEANOS DE MI MADRE Flor Silvestro ,2127,"['cumpleano', 'de', 'mi', 'madr', 'flor', 'silvestro']"
1,VLOG ,906,['vlog']
4,SPIN THE WHEEL 2 ,1372,"['spin', 'the', 'wheel', '2']"
2,HOMEALONE ,422,['homealon']
2,Jacob's vlog ,542,"['jacob', ""'s"", 'vlog']"
4,  ,0,[]
4,  ,0,[]
4,MS 'LE 700 KM! ,1339,"['ms', ""'le"", '700', 'km', '!']"
4,  ,0,[]
1,VLOG 30: ? WHAT'S NEXT FOR SAM BETTENS? ,927,"['vlog', '30', ':', '?', 'what', ""'s"", 'next', 'for', 'sam', 'betten', '?']"
3,  ,0,[]
4,LEDITEST LGS VLOG HAVIN RE ,1114,"['leditest', 'lg', 'vlog', 'havin', 're']"
4,PARCO AVVENTURAT VLOG ,1796,"['parco', 'avventurat', 'vlog']"
4,PUBG CHALLENGE BIZA ,1380,"['pubg', 'challeng', 'biza']"
3,  ,0,[]
4,TATILE YOLCULUK VLOG ,1660,"['tatil', 'yolculuk', 'vlog']"
4,  ,0,[]
3,LOS AGUILAR EN CUARENTENA PEPE AGUILAR EL VLOG 234 ,1967,"['lo', 'aguilar', 'en', 'cuarentena', 'pepe', 'aguilar', 'el', 'vlog', '234']"
1,CLEAN Up DAY Gwyneth's VLOG ,1607,"['clean', 'up', 'day', 'gwyneth', ""'s"", 'vlog']"
4,IT'S MY BIRTHDAY Steffi Ulagam ,950,"['it', ""'s"", 'my', 'birthday', 'steffi', 'ulagam']"
2,day in the park & house updates ,794,"['day', 'in', 'the', 'park', '&', 'hous', 'updat']"
2,VLOG! Bella HAS GOTTEN so BIG & WEIGHTLOSS PROGRESS! ,1308,"['vlog', '!', 'bella', 'ha', 'gotten', 'so', 'big', '&', 'weightloss', 'progress', '!']"
2,  ,0,[]
1,The Brianna Gabrielle Show SUBSCRIBE ,683,"['the', 'brianna', 'gabriel', 'show', 'subscrib']"
0,  ,0,[]
2,NARUTO THEMED RAMEN SHOP ichiraku ramen!! ,2616,"['naruto', 'theme', 'ramen', 'shop', 'ichiraku', 'ramen', '!', '!']"
5,Du Thuyen 1 SAO Thuyen Phao 10 THIOU vs ,1233,"['du', 'thuyen', '1', 'sao', 'thuyen', 'phao', '10', 'thiou', 'vs']"
2,EPISODE 16 ,217,"['episod', '16']"
4,UMIYAK SI GRAB KUYA DRIVER ,2179,"['umiyak', 'si', 'grab', 'kuya', 'driver']"
0,My flight experience PDX Airport Airport SMF ONT Airport ,2577,"['my', 'flight', 'experi', 'pdx', 'airport', 'airport', 'smf', 'ont', 'airport']"
3,  ,0,[]
4,#1 ngay ,296,"['#', '1', 'ngay']"
0,BRIANNA'S Birthday! STH TH ,6694,"['brianna', ""'s"", 'birthday', '!', 'sth', 'th']"
1,naprikas krump ,2416,"['naprika', 'krump']"
0,H A P P THANK you! ,2204,"['h', 'a', 'p', 'p', 'thank', 'you', '!']"
4,Tron Tim Nha Hoang Da Lat ,1287,"['tron', 'tim', 'nha', 'hoang', 'da', 'lat']"
4,ke Cream ,76,"['ke', 'cream']"
0,Thank you for watching. ,814,"['thank', 'you', 'for', 'watch', '.']"
3,  ,0,[]
4,"""PLAY DANCING QUEEN!"" ",1343,"['``', 'play', 'danc', 'queen', '!', ""''""]"
4,  ,0,[]
1,Food Vlog Karimganj ,1338,"['food', 'vlog', 'karimganj']"
4,MMc Itarte M M COMB HV ,2224,"['mmc', 'itart', 'm', 'm', 'comb', 'hv']"
0,  ,0,[]
0,aga any ,261,"['aga', 'ani']"
4,LONAVALAVE VIOG SERIES EP2 DOGS SWIMMING DAY ,622,"['lonavalav', 'viog', 'seri', 'ep2', 'dog', 'swim', 'day']"
0,080P SHE TOOK OUR DOG PREC WHAT?! IM SORRY HILFIGER 10:$5:26:30 ,1089,"['080p', 'she', 'took', 'our', 'dog', 'prec', 'what', '?', '!', 'im', 'sorri', 'hilfig', '10', ':', '$', '5:26:30']"
4,  ,0,[]
0,PRESELILA SAM SE U ,814,"['preselila', 'sam', 'se', 'u']"
0,  ,0,[]
5,SELVA ,1114,['selva']
4,Milo Dam Tran Chau ,376,"['milo', 'dam', 'tran', 'chau']"
5,  ,0,[]
0,SPEND THE DAY WITH ME LIFE OF A MILLENNIAL HOUSEWIFE THE ,2473,"['spend', 'the', 'day', 'with', 'me', 'life', 'of', 'a', 'millenni', 'housewif', 'the']"
5,24 HOURS IN THE POOL ,1568,"['24', 'hour', 'in', 'the', 'pool']"
0,Opey BAMES OH AYAN ,321,"['opey', 'bame', 'oh', 'ayan']"
0,1st Tlog ino GUSTO ,511,"['1st', 'tlog', 'ino', 'gusto']"
0,fazahath.44 Kay ap ke girlfriend ha nehe Reply ,318,"['fazahath.44', 'kay', 'ap', 'ke', 'girlfriend', 'ha', 'nehe', 'repli']"
2,  ,0,[]
0,VLOG 11 ,3030,"['vlog', '11']"
0,Grocery shopping in Mexico ,893,"['groceri', 'shop', 'in', 'mexico']"
1,PURO KAIN SHEREP! LANG! ,2638,"['puro', 'kain', 'sherep', '!', 'lang', '!']"
2,WE'RE SLOWLY GETTING THERE ,280,"['we', ""'re"", 'slowli', 'get', 'there']"
4,  ,0,[]
0,  ,0,[]
4,NO ABRAS SIRI A LAS 3 AM SIRI ,1199,"['no', 'abra', 'siri', 'a', 'la', '3', 'am', 'siri']"
4,ROADTRIP TO ,247,"['roadtrip', 'to']"
4,4K WALK ,120,"['4k', 'walk']"
2,UMDIA na la minhavida me 3.7 ,1051,"['umdia', 'na', 'la', 'minhavida', 'me', '3.7']"
4,Boc Tham 24h Nui ,562,"['boc', 'tham', '24h', 'nui']"
3,OPE ,72,['ope']
0,Plivanje sa kornjacama NA HAVAJIMA ,2151,"['plivanj', 'sa', 'kornjacama', 'na', 'havajima']"
0,TRail 5 Hiking ISLAMABAD ,2377,"['trail', '5', 'hike', 'islamabad']"
1,  ,0,[]
0,Themo Park + caloma Bridge is SMKCP friends ,2002,"['themo', 'park', '+', 'caloma', 'bridg', 'is', 'smkcp', 'friend']"
3,DAII LOG ,1344,"['daii', 'log']"
0,  ,0,[]
4,SEROMPE!!! ,1346,"['seromp', '!', '!', '!']"
3,  ,0,[]
2,MALAYALAM TECHIES 400K CELEBRATION ,2072,"['malayalam', 'techi', '400k', 'celebr']"
0,MUST SEE PLACES IN PORTLAND & SEATTLE ,662,"['must', 'see', 'place', 'in', 'portland', '&', 'seattl']"
2,  ,0,[]
2,  ,0,[]
2,68kg ,859,['68kg']
3,WHAT I ATE FOR A WEEK ,233,"['what', 'i', 'ate', 'for', 'a', 'week']"
2,- 1 2020 VLOG ROOM TOUR ,2397,"['-', '1', '2020', 'vlog', 'room', 'tour']"
4,? 24H CHEZ MICHOU arham ,3672,"['?', '24h', 'chez', 'michou', 'arham']"
0,  ,0,[]
1,NO BRAND. STORE No GROCERY SHOPPING SOUTH KOREA PRO No ,2702,"['no', 'brand', '.', 'store', 'no', 'groceri', 'shop', 'south', 'korea', 'pro', 'no']"
0,  ,0,[]
3,off 1HT \ 21 to No ,935,"['off', '1ht', '\\', '21', 'to', 'no']"
4,  ,0,[]
4,carwow I SS 300+ HUBEO ,1446,"['carwow', 'i', 'ss', '300+', 'hubeo']"
4,  ,0,[]
3,  ,0,[]
4,  ,0,[]
2,  ,0,[]
5,P 11 ZA VS ,1032,"['p', '11', 'za', 'vs']"
2,Vlog 2020/7/7 #2 7.2% !! ,3916,"['vlog', '2020/7/7', '#', '2', '7.2', '%', '!', '!']"
4,  ,0,[]
2,  ,0,[]
1,COMPRASDOMES you NOITE DO PASTEL ,1366,"['comprasdom', 'you', 'noit', 'do', 'pastel']"
2,Contract to the internet A ,353,"['contract', 'to', 'the', 'internet', 'a']"
0,"HANA YANG VLOGS NAEYEONSAN. POHANG, KOREA. ",1703,"['hana', 'yang', 'vlog', 'naeyeonsan', '.', 'pohang', ',', 'korea', '.']"
4,  ,0,[]
5,NOS RECONOGE ?? HERMANA REGRESA ,2765,"['no', 'reconog', '?', '?', 'hermana', 'regresa']"
0,VLOG 01 110 Years old ,1125,"['vlog', '01', '110', 'year', 'old']"
0,S ,200,['s']
0,  ,0,[]
4,Cine 3 ,1639,"['cine', '3']"
0,o Amsterdam Vibes ,1127,"['o', 'amsterdam', 'vibe']"
1,WEEDING VLOG ,426,"['weed', 'vlog']"
0,It VVog ,2356,"['it', 'vvog']"
4,  ,0,[]
0,1 MAS AD PROJEK KOKO S1K3T3 2019/2020 ,1298,"['1', 'ma', 'ad', 'projek', 'koko', 's1k3t3', '2019/2020']"
0,GCASH mo WALANG LAMAN?? CHIELVLOGS ,2820,"['gcash', 'mo', 'walang', 'laman', '?', '?', 'chielvlog']"
2,  ,0,[]
2,67kg ,1253,['67kg']
0,O SUERO Vlog ,2123,"['o', 'suero', 'vlog']"
0,Smile ,248,['smile']
2,#1 gwangju wando vlog ,481,"['#', '1', 'gwangju', 'wando', 'vlog']"
4,CUMPLEANOS KAREN ,1736,"['cumpleano', 'karen']"
0,1515 ,59,['1515']
4,  ,0,[]
0,MY DREAM CAR!! ,514,"['my', 'dream', 'car', '!', '!']"
